	num	Unnamed: 0	blast_hit	blast_summary	file	otu	Kingdom	Phylum	Class	Order	Family	Genus	sum_size	fiull_tax	Donor	percent 	Unnamed: 16	total	per	cut_off	detections
402	91	7541	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	091-spike-H01-1p	otu368	Bacteria(99)	Proteobacteria(98)	Gammaproteobacteria(97)	Enterobacteriales(92)	Enterobacteriaceae(92)	ATCC-39006(23)	1	Bacteria(99)_Proteobacteria(98)_Gammaproteobacteria(97)_Enterobacteriales(92)_Enterobacteriaceae(92)_ATCC-39006(23)	H01	1		61426	0.001627975124540097	0	0
403	91	8123	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	091-spike-H01-1p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	H01	1		61426	0.001627975124540097	0	0
404	95	3076	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	095-spike-H02-1p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	4	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	H02	1		61301	0.006525179034599762	0	0
405	95	5292	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu529	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(35)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(35)	H02	1		61301	0.0016312947586499405	0	0
406	95	7839	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu470	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(38)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(38)	H02	1		61301	0.0016312947586499405	0	0
407	95	6809	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu361	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(63)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(63)	H02	1		61301	0.0016312947586499405	0	0
408	95	5705	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu530	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(99)	Enterobacteriales(93)	Enterobacteriaceae(93)	Pseudocitrobacter(66)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(99)_Enterobacteriales(93)_Enterobacteriaceae(93)_Pseudocitrobacter(66)	H02	1		61301	0.0016312947586499405	0	0
409	95	2910	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu528	Bacteria(99)	Proteobacteria(98)	Gammaproteobacteria(97)	Enterobacteriales(93)	Enterobacteriaceae(93)	Pseudocitrobacter(51)	1	Bacteria(99)_Proteobacteria(98)_Gammaproteobacteria(97)_Enterobacteriales(93)_Enterobacteriaceae(93)_Pseudocitrobacter(51)	H02	1		61301	0.0016312947586499405	0	0
410	95	4663	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	095-spike-H02-1p	otu368	Bacteria(99)	Proteobacteria(98)	Gammaproteobacteria(97)	Enterobacteriales(92)	Enterobacteriaceae(92)	ATCC-39006(23)	1	Bacteria(99)_Proteobacteria(98)_Gammaproteobacteria(97)_Enterobacteriales(92)_Enterobacteriaceae(92)_ATCC-39006(23)	H02	1		61301	0.0016312947586499405	0	0
411	99	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	50221	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	1		59037	85.0669918864441	1	3
412	107	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	58537	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	1		60405	96.90754076649284	1	3
413	115	0	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu2	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Escherichia-Shigella(98)	61457	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Escherichia-Shigella(98)	C02	1		61944	99.21380601833914	1	3
414	99	2	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu25	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Rikenellaceae(99)	Rikenella(91)	7389	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Rikenellaceae(99)_Rikenella(91)	C02	1		59037	12.515879871944712	1	1
415	99	18	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu44	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Betaproteobacteriales(100)	Burkholderiaceae(100)	Parasutterella(100)	961	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Betaproteobacteriales(100)_Burkholderiaceae(100)_Parasutterella(100)	C02	1		59037	1.6277927401460102	1	1
416	99	1068	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	235	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	1		59037	0.39805545674746345	0	1
417	107	1023	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	311	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	1		60405	0.5148580415528515	1	1
418	115	876	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu49	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(52)	301	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(52)	C02	1		61944	0.48592276895260234	0	1
419	99	425	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	chimera	0	0	0	0	0	0	76	0_0_0_0_0_0	C02	1		59037	0.12873282856513713	0	0
420	107	1523	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	chimera	0	0	0	0	0	0	28	0_0_0_0_0_0	C02	1		60405	0.0463537786607069	0	0
421	115	3183	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	chimera	0	0	0	0	0	0	4	0_0_0_0_0_0	C02	1		61944	0.006457445434586078	0	0
422	99	2015	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu214	Bacteria(99)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	61	Bacteria(99)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	1		59037	0.10332503345359689	0	0
423	99	2017	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu307	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(37)	30	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(37)	C02	1		59037	0.050815590223080444	0	0
424	107	6723	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu307	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(37)	22	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(37)	C02	1		60405	0.03642082609055542	0	0
425	115	1969	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu307	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(37)	48	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(37)	C02	1		61944	0.07748934521503294	0	0
426	99	3555	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	18	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	1		59037	0.030489354133848266	0	0
427	107	2065	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	17	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	1		60405	0.028143365615429187	0	0
428	115	2604	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu268	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	ATCC-39006(30)	23	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_ATCC-39006(30)	C02	1		61944	0.037130311248869945	0	0
429	99	1996	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	9	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	1		59037	0.015244677066924133	0	0
430	107	2025	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	14	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	1		60405	0.02317688933035345	0	0
431	115	2545	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu213	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(54)	15	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(54)	C02	1		61944	0.024215420379697792	0	0
432	99	2410	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu275	Bacteria(100)	Bacteroidetes(85)	Bacteroidia(85)	Bacteroidales(56)	Rikenellaceae(33)	Millionella(23)	6	Bacteria(100)_Bacteroidetes(85)_Bacteroidia(85)_Bacteroidales(56)_Rikenellaceae(33)_Millionella(23)	C02	1		59037	0.010163118044616087	0	0
433	99	2387	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu514	Bacteria(99)	Bacteroidetes(88)	Bacteroidia(88)	Bacteroidales(65)	Rikenellaceae(49)	Millionella(23)	5	Bacteria(99)_Bacteroidetes(88)_Bacteroidia(88)_Bacteroidales(65)_Rikenellaceae(49)_Millionella(23)	C02	1		59037	0.008469265037180073	0	0
434	99	5866	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	5	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	1		59037	0.008469265037180073	0	0
435	107	2105	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	10	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	1		60405	0.016554920950252464	0	0
436	115	2464	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu241	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(67)	18	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(67)	C02	1		61944	0.02905850445563735	0	0
437	99	2110	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu516	Bacteria(100)	Bacteroidetes(87)	Bacteroidia(87)	Bacteroidales(70)	Rikenellaceae(56)	Millionella(38)	4	Bacteria(100)_Bacteroidetes(87)_Bacteroidia(87)_Bacteroidales(70)_Rikenellaceae(56)_Millionella(38)	C02	1		59037	0.0067754120297440585	0	0
438	99	5757	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu520	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(88)	Enterobacteriaceae(88)	Pseudocitrobacter(54)	2	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(88)_Enterobacteriaceae(88)_Pseudocitrobacter(54)	C02	1		59037	0.0033877060148720293	0	0
439	99	5301	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	099-spike-C02-1p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	2	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	C02	1		59037	0.0033877060148720293	0	0
440	115	8571	CmR	86.301;73;10;0;5;77;1;73;1.54e-15	115-spike-C02-1p	otu92	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(96)	Enterobacteriaceae(96)	Pseudocitrobacter(43)	2	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(96)_Enterobacteriaceae(96)_Pseudocitrobacter(43)	C02	1		61944	0.003228722717293039	0	0
441	99	5497	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu525	Bacteria(100)	Bacteroidetes(98)	Bacteroidia(98)	Bacteroidales(78)	Rikenellaceae(72)	Millionella(14)	1	Bacteria(100)_Bacteroidetes(98)_Bacteroidia(98)_Bacteroidales(78)_Rikenellaceae(72)_Millionella(14)	C02	1		59037	0.0016938530074360146	0	0
442	99	8763	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu521	Bacteria(100)	Bacteroidetes(98)	Bacteroidia(98)	Bacteroidales(82)	Rikenellaceae(71)	Rikenella(36)	1	Bacteria(100)_Bacteroidetes(98)_Bacteroidia(98)_Bacteroidales(82)_Rikenellaceae(71)_Rikenella(36)	C02	1		59037	0.0016938530074360146	0	0
443	99	8240	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu518	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(99)	Enterobacteriaceae(99)	Pseudocitrobacter(45)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(99)_Enterobacteriaceae(99)_Pseudocitrobacter(45)	C02	1		59037	0.0016938530074360146	0	0
444	99	7352	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu517	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(75)	Enterobacteriaceae(75)	Leminorella(16)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(75)_Enterobacteriaceae(75)_Leminorella(16)	C02	1		59037	0.0016938530074360146	0	0
445	99	6885	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu279	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(59)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(59)	C02	1		59037	0.0016938530074360146	0	0
446	107	7179	CmR	98.63;73;1;0;5;77;1;73;5.0699999999999995e-37	107-spike-C02-1p	otu279	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(100)	Enterobacteriaceae(100)	Pseudocitrobacter(59)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(100)_Enterobacteriaceae(100)_Pseudocitrobacter(59)	C02	1		60405	0.0016554920950252463	0	0
447	99	3356	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu368	Bacteria(99)	Proteobacteria(98)	Gammaproteobacteria(97)	Enterobacteriales(92)	Enterobacteriaceae(92)	ATCC-39006(23)	1	Bacteria(99)_Proteobacteria(98)_Gammaproteobacteria(97)_Enterobacteriales(92)_Enterobacteriaceae(92)_ATCC-39006(23)	C02	1		59037	0.0016938530074360146	0	0
448	115	5398	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu368	Bacteria(99)	Proteobacteria(98)	Gammaproteobacteria(97)	Enterobacteriales(92)	Enterobacteriaceae(92)	ATCC-39006(23)	1	Bacteria(99)_Proteobacteria(98)_Gammaproteobacteria(97)_Enterobacteriales(92)_Enterobacteriaceae(92)_ATCC-39006(23)	C02	1		61944	0.0016143613586465195	0	0
449	99	5115	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu526	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(81)	Rikenellaceae(57)	Mucinivorans(45)	1	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(81)_Rikenellaceae(57)_Mucinivorans(45)	C02	1		59037	0.0016938530074360146	0	0
450	99	4350	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu523	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Betaproteobacteriales(100)	Burkholderiaceae(99)	Parasutterella(97)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Betaproteobacteriales(100)_Burkholderiaceae(99)_Parasutterella(97)	C02	1		59037	0.0016938530074360146	0	0
451	99	3814	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu522	Bacteria(100)	Bacteroidetes(91)	Bacteroidia(91)	Bacteroidales(71)	Marinilabiliaceae(12)	Geofilum(9)	1	Bacteria(100)_Bacteroidetes(91)_Bacteroidia(91)_Bacteroidales(71)_Marinilabiliaceae(12)_Geofilum(9)	C02	1		59037	0.0016938530074360146	0	0
452	99	3195	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu51	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Rikenellaceae(100)	Rikenellaceae_RC9_gut_group(98)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Rikenellaceae(100)_Rikenellaceae_RC9_gut_group(98)	C02	1		59037	0.0016938530074360146	0	0
453	107	7088	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu51	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(100)	Rikenellaceae(100)	Rikenellaceae_RC9_gut_group(98)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(100)_Rikenellaceae(100)_Rikenellaceae_RC9_gut_group(98)	C02	1		60405	0.0016554920950252463	0	0
454	99	2814	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu515	Bacteria(100)	Bacteroidetes(93)	Bacteroidia(93)	Bacteroidales(77)	Rikenellaceae(66)	Millionella(35)	1	Bacteria(100)_Bacteroidetes(93)_Bacteroidia(93)_Bacteroidales(77)_Rikenellaceae(66)_Millionella(35)	C02	1		59037	0.0016938530074360146	0	0
455	99	2531	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu308	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(98)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(47)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(98)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(47)	C02	1		59037	0.0016938530074360146	0	0
456	115	2983	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu308	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(98)	Enterobacteriales(94)	Enterobacteriaceae(94)	Pseudocitrobacter(47)	5	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(98)_Enterobacteriales(94)_Enterobacteriaceae(94)_Pseudocitrobacter(47)	C02	1		61944	0.008071806793232597	0	0
457	99	9346	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	099-spike-C02-1p	otu274	Bacteria(100)	Bacteroidetes(97)	Bacteroidia(97)	Bacteroidales(71)	Rikenellaceae(52)	Mucinivorans(16)	1	Bacteria(100)_Bacteroidetes(97)_Bacteroidia(97)_Bacteroidales(71)_Rikenellaceae(52)_Mucinivorans(16)	C02	1		59037	0.0016938530074360146	0	0
458	107	11	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu41	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(99)	Rikenellaceae(98)	Alistipes(98)	1135	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(99)_Rikenellaceae(98)_Alistipes(98)	C02	1		60405	1.8789835278536544	1	1
459	115	3001	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu41	Bacteria(100)	Bacteroidetes(100)	Bacteroidia(100)	Bacteroidales(99)	Rikenellaceae(98)	Alistipes(98)	1	Bacteria(100)_Bacteroidetes(100)_Bacteroidia(100)_Bacteroidales(99)_Rikenellaceae(98)_Alistipes(98)	C02	1		61944	0.0016143613586465195	0	1
460	107	37	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu73	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Betaproteobacteriales(100)	Burkholderiaceae(100)	Sutterella(100)	246	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Betaproteobacteriales(100)_Burkholderiaceae(100)_Sutterella(100)	C02	1		60405	0.4072510553762106	0	0
461	107	1950	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	71	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	1		60405	0.11753993874679249	0	0
462	115	2067	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu207	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(54)	61	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(54)	C02	1		61944	0.09847604287743769	0	0
463	107	4171	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu212	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(59)	4	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(59)	C02	1		60405	0.006621968380100985	0	0
464	115	4878	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	115-spike-C02-1p	otu212	Bacteria(100)	Proteobacteria(100)	Gammaproteobacteria(100)	Enterobacteriales(95)	Enterobacteriaceae(95)	Pseudocitrobacter(59)	1	Bacteria(100)_Proteobacteria(100)_Gammaproteobacteria(100)_Enterobacteriales(95)_Enterobacteriaceae(95)_Pseudocitrobacter(59)	C02	1		61944	0.0016143613586465195	0	0
465	107	4952	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu292	Bacteria(100)	Proteobacteria(99)	Gammaproteobacteria(99)	Enterobacteriales(98)	Enterobacteriaceae(98)	Pseudocitrobacter(53)	1	Bacteria(100)_Proteobacteria(99)_Gammaproteobacteria(99)_Enterobacteriales(98)_Enterobacteriaceae(98)_Pseudocitrobacter(53)	C02	1		60405	0.0016554920950252463	0	0
466	107	5060	CmR	100.0;73;0;0;5;77;1;73;2.08e-39	107-spike-C02-1p	otu291	Bacteria(100)	Proteobacteria(92)	Gammaproteobacteria(92)	Enterobacteriales(79)	Enterobacteriaceae(79)	Leminorella(15)	1	Bacteria(100)_Proteobacteria(92)_Gammaproteobacteria(92)_Enterobacteriales(79)_Enterobacteriaceae(79)_Leminorella(15)	C02	1		60405	0.0016554920950252463	0	0
